years_of_experience,rating,completion_rate,total_trips,completed_trips,region_familiarity,on_time_delivery_rate,avg_speed_kmh,accidents_last_3_years,license_type,night_shift_capable,last_medical_check_months,training_courses_completed,avg_trip_distance_km,score
7,4.2,0.902,159,143,1,0.977,63.5,0,C,0,34,6,131.3,91.11
9,4.6,0.885,239,211,1,0.91,80.1,0,A,1,25,7,157.3,92.03
2,3,0.829,108,89,1,0.756,56.4,0,C,0,13,1,86.6,65.93
4,3.7,0.874,127,110,0,0.796,43.5,3,B,1,29,3,130.2,55.22
2,3.1,0.781,64,49,0,0.692,73.4,0,B,1,9,3,127.6,49.11
11,4.6,0.891,216,192,0,0.984,88.7,0,C,0,15,6,138.2,80.52
10,4,0.94,253,237,1,0.935,60,0,A,1,31,9,157.9,93.71
0,3,0.714,22,15,1,0.682,78.3,0,C,0,27,0,85.1,49.39
7,3.6,0.931,172,160,0,0.916,69.2,3,B,0,31,6,149.1,70.09
10,4.6,0.917,241,220,1,0.971,67,1,B,0,10,9,151.3,93.55
2,3.8,0.802,52,41,1,0.722,54.2,4,A,1,7,3,83,61.5
5,3.7,0.875,111,97,1,0.8,83,1,C,1,32,3,146.6,77.81
10,4.4,0.941,214,201,1,0.908,56.9,1,C,1,11,9,175.3,93.35
0,2.6,0.78,79,61,1,0.815,50.1,1,A,1,28,2,86.5,55.4
7,3.9,0.919,153,140,0,0.952,80.7,0,A,1,4,4,173.5,76.06
2,3.4,0.774,41,31,1,0.779,71.6,1,C,0,31,4,55.9,60.24
10,5,0.952,216,205,1,0.924,67.7,0,B,0,29,8,184,98.39
11,4.1,0.876,211,184,1,0.925,96.9,0,C,1,33,6,179.2,91.61
10,5,0.942,199,187,1,0.958,66.6,0,C,0,4,8,116.4,100
4,4.1,0.818,104,85,0,0.904,68.5,0,C,0,26,4,147,60.77
9,4.4,0.837,190,159,0,0.904,74.4,1,C,1,31,7,169.7,74.08
9,5,0.916,226,207,1,0.939,74.5,0,B,1,31,6,173.7,91.96
3,3.7,0.819,93,76,1,0.648,67.2,0,C,1,27,3,94.9,73.18
8,4.3,0.812,175,142,1,0.877,74.3,0,B,1,25,7,166.9,88.29
0,3.2,0.674,24,16,0,0.608,62.1,3,A,0,31,0,58.1,30.33
5,4.3,0.841,159,133,0,0.794,70.3,2,A,0,23,3,79.6,59.86
2,3.9,0.888,89,79,0,0.78,81,0,C,0,35,2,95.6,57.96
1,3.1,0.81,23,18,0,0.721,63.7,0,B,1,4,1,108.3,43.36
0,2.7,0.747,14,10,1,0.667,73.3,2,A,0,28,1,110.4,48.37
7,3.9,0.93,177,164,0,0.85,77.3,0,C,1,13,6,140.5,69.88
3,3.2,0.866,117,101,1,0.779,73.9,0,B,1,1,3,106.2,71.07
7,4,0.939,192,180,0,0.871,84.8,0,C,0,12,7,166.4,76.21
0,3.7,0.814,22,17,0,0.72,51.3,1,A,1,26,0,70,43.23
3,3.4,0.865,104,89,1,0.786,77,2,C,0,23,1,87.1,67.62
5,3.8,0.885,126,111,1,0.895,70,4,C,1,22,5,168.5,81.56
8,4.2,0.865,175,151,0,0.777,65.5,0,A,1,28,4,135.7,75.81
3,3.9,0.739,76,56,0,0.763,78.8,2,C,0,17,3,131.5,49.71
6,3,0.836,151,126,0,0.838,68.9,0,A,0,6,4,168.8,63.95
9,4,0.958,215,205,1,0.919,83,0,C,1,14,7,158.3,97.9
6,4,0.843,156,131,1,0.802,41.5,1,C,1,17,6,135.9,84.21
2,3.9,0.8,112,89,0,0.744,76.7,2,B,1,5,3,149.9,49.68
0,3,0.722,58,41,0,0.61,96.1,3,A,1,13,2,40.8,31.29
9,3.5,0.875,200,175,1,0.911,78.4,0,C,1,9,5,112.3,86.42
0,3.4,0.78,75,58,1,0.728,61.8,0,A,0,26,2,104.5,60.85
9,4,0.927,202,187,1,0.882,73,0,C,1,13,8,139.7,87.68
5,3.3,0.825,112,92,0,0.91,79.2,2,C,0,19,5,145.8,56.96
10,4.1,0.89,222,197,0,0.918,76.4,0,C,1,17,8,158.3,78.04
8,4.1,0.931,207,192,1,0.902,84.8,0,C,0,16,5,169,91.27
11,4.3,0.946,211,199,1,1,102.2,0,B,1,30,8,141.6,92.36
3,2.7,0.843,131,110,1,0.89,79.6,1,C,1,32,3,122.4,69.54
7,4.4,0.952,202,192,1,0.832,73.4,2,A,0,14,6,121,87.66
3,4.1,0.796,109,86,0,0.739,56.1,3,A,1,15,4,125.6,51.15
4,3.9,0.832,111,92,1,0.792,66.1,1,C,1,12,2,182.9,72.18
6,3.5,0.889,117,104,0,0.814,72.1,1,C,0,11,4,103.9,67.5
9,4.2,0.859,180,154,1,0.939,62.7,0,A,1,5,6,141.4,91.44
11,4.5,0.941,232,218,1,0.915,94.5,0,C,1,11,8,164.2,94.87
7,4.3,0.877,134,117,0,0.929,82.3,1,A,0,34,6,145.7,73.41
4,3.9,0.973,115,111,0,0.871,58.4,1,A,1,19,2,43.3,58.47
4,3.4,0.84,140,117,1,0.858,49.6,5,A,0,26,4,113,67.06
7,4.1,0.933,155,144,0,0.84,84.1,0,C,0,26,7,129.4,72.89
2,3.6,0.849,68,57,0,0.747,48.3,5,C,0,17,1,89.7,49.95
1,3.9,0.736,88,64,0,0.759,67.5,2,B,0,31,2,96.8,40.19
3,3.8,0.743,80,59,1,0.788,64.6,0,A,0,19,1,114.6,68.43
2,3.8,0.82,71,58,1,0.743,77.6,2,C,0,20,2,106.2,59.65
2,3.5,0.87,63,54,0,0.765,77.7,1,B,0,23,3,63.7,56.31
2,4,0.822,88,72,1,0.736,58.1,1,B,1,25,1,88.5,66.56
0,3.4,0.784,24,18,0,0.702,75.7,4,C,1,28,0,71.2,30
0,2.9,0.766,42,32,1,0.657,61.5,5,B,0,12,2,95.8,43.3
11,5,0.864,257,222,1,0.878,81.7,0,C,1,1,6,139,96.76
4,4,0.787,144,113,1,0.834,71.5,3,C,0,2,4,117.8,71.95
3,3.4,0.74,59,43,1,0.741,96.5,1,B,1,10,3,152.3,66.09
6,3.7,0.807,119,96,1,0.884,72.6,1,C,0,34,6,48.2,76.42
2,3.6,0.781,97,75,1,0.775,47.9,2,B,0,32,4,90.9,68.48
10,4.6,0.955,196,187,1,0.959,71.4,0,B,1,25,6,100.5,94.25
8,4.2,0.867,153,132,1,0.845,85.9,0,C,1,10,4,144,91.28
1,3.4,0.806,72,58,0,0.674,63.1,6,B,0,1,0,113.1,42.04
4,4.4,0.841,118,99,0,0.777,71.2,1,A,0,32,3,96.7,61.05
9,4.7,0.928,178,165,0,0.994,73.3,0,A,1,12,7,179.8,84.42
10,4.5,0.865,202,174,1,0.961,46.2,0,C,1,18,8,200.8,92.07
4,4,0.888,142,126,1,0.787,61.7,0,B,1,30,3,124.1,80.52
6,3.5,0.791,186,147,1,0.799,73.1,2,A,0,13,4,112.6,79.87
1,3.5,0.771,39,30,1,0.678,45.3,2,A,1,3,0,104.1,58.17
11,5,0.929,270,250,0,0.876,67.4,0,C,1,21,8,218.4,85.08
2,3.3,0.845,111,93,0,0.77,63.9,1,A,0,14,4,56.1,50.17
10,4,0.985,246,242,1,1,76,0,A,1,10,9,193.2,96.21
6,3.6,0.9,153,137,1,0.941,78.7,0,C,0,2,4,89.3,85.57
6,3.5,0.933,146,136,0,0.894,70.7,3,C,0,11,4,82.5,61.76
5,3.5,0.807,164,132,1,0.778,76.8,2,B,0,1,5,83,76.49
2,3.3,0.867,85,73,1,0.699,59.6,0,A,0,26,3,94.8,70.31
1,2.8,0.845,80,67,0,0.799,69,2,B,0,13,3,125.9,41.07
2,3.4,0.687,91,62,1,0.74,85.7,3,A,1,28,3,35.7,53.11
2,3.8,0.796,74,58,1,0.734,71.5,4,B,0,21,1,125.7,58.37
8,3.8,0.919,192,176,1,0.872,74.2,0,B,1,10,5,139.4,82.45
3,4.2,0.795,73,58,1,0.798,58.2,1,A,0,12,4,70.9,70.04
0,3.4,0.726,74,53,0,0.651,66,0,A,0,27,3,97.7,47.23
11,4.9,1,252,252,1,0.987,78.9,0,C,0,3,6,153.8,93.06
9,4,0.908,198,179,0,0.85,85.2,2,B,1,28,7,219.8,69.44
10,4.7,0.923,251,231,0,1,58.1,0,B,1,2,8,175,78.12
11,4.1,0.865,205,177,1,0.9,79.2,0,B,1,28,7,169.7,91.71
1,3.7,0.763,96,73,1,0.755,71.5,3,B,0,31,0,107.4,57.81
3,3.6,0.776,109,84,1,0.702,71.1,2,C,0,21,4,144.3,66.11
7,4.2,0.929,197,183,1,0.873,71.5,0,B,1,7,4,179.2,86.78
7,3.6,0.901,178,160,1,0.917,71.3,0,C,1,31,7,163.8,87.1
1,3,0.765,39,29,1,0.778,53.3,2,A,1,14,0,129.3,56.79
8,4.4,0.917,155,142,1,0.934,81.5,1,C,0,9,6,180.1,93.66
2,3.1,0.795,53,42,0,0.743,73.1,0,A,1,23,4,123.3,47.13
2,3.6,0.819,106,86,0,0.724,51,4,A,0,12,2,84.2,45.72
5,3.2,0.86,98,84,1,0.77,81.7,0,A,1,29,3,157.7,73.91
5,4.1,0.869,104,90,1,0.902,64.6,4,A,0,22,5,107.1,76.1
5,3.3,0.863,111,95,1,0.83,68,1,B,1,4,6,127.9,73.18
1,3.5,0.815,74,60,1,0.752,88.7,0,B,0,7,2,76.7,65.78
9,4.5,0.966,172,166,1,0.987,97.7,0,C,0,8,5,172.2,92.82
2,3.2,0.839,109,91,1,0.792,50.6,3,A,0,35,2,134.4,59.26
1,3.6,0.777,96,74,1,0.72,51.2,2,B,0,9,1,75.8,57.38
9,4.4,0.898,175,157,1,0.945,65.9,0,B,0,13,5,109.6,94.6
11,4.3,0.992,223,221,0,0.941,100.5,1,C,0,20,9,198.3,75.89
9,3.9,0.908,190,172,1,0.833,71.2,0,A,1,21,7,183.1,87.34
8,3.4,0.87,152,132,1,0.952,59.3,2,A,1,19,6,190.9,81.81
6,4,0.83,136,112,0,0.806,88.8,0,B,0,2,6,154.8,66.54
5,3.2,0.862,153,131,1,0.809,79.6,1,C,0,30,3,147.5,76.79
1,3.4,0.751,25,18,1,0.708,93.5,0,B,1,23,2,66.5,54.88
3,3.4,0.885,126,111,0,0.765,76.6,1,A,0,13,3,126.1,55.81
3,3.8,0.769,98,75,0,0.815,69.1,3,A,1,33,1,168.4,45.47
2,3.3,0.881,88,77,1,0.794,71,1,A,0,32,3,79.4,70.02
7,3.9,0.861,184,158,1,0.845,70.1,1,B,1,28,7,99.5,85.65
4,4,0.781,111,86,1,0.718,86.7,0,B,0,24,5,116.2,73.62
1,3.5,0.803,78,62,1,0.749,82.8,2,A,1,28,0,116.1,57.79
2,3.6,0.76,80,60,1,0.617,49,1,B,0,30,1,102.5,58.31
6,4.1,0.864,180,155,1,0.855,85.3,0,C,1,29,6,181.5,86.6
0,2.6,0.751,50,37,1,0.767,52.1,1,A,0,34,0,54.2,51.04
9,4.6,0.95,179,170,1,0.927,107.5,0,B,1,22,8,106.5,96.1
4,3.9,0.841,103,86,0,0.86,89.2,2,B,0,25,5,154.9,54.56
4,3.3,0.775,82,63,1,0.719,57.3,0,B,1,14,5,69.8,67.19
5,3.7,0.818,111,90,1,0.913,75.4,0,C,1,10,5,129.5,75.03
8,4.1,0.924,184,170,1,0.953,88.9,0,C,0,10,4,186.1,86.57
3,3.5,0.885,60,53,0,0.819,62,1,A,0,8,3,110.5,53.32
6,4,0.86,164,141,1,0.812,57.6,0,A,0,14,3,107.1,88.88
5,4.4,0.796,160,127,0,0.766,73.7,0,B,0,32,4,158.2,64.19
2,3.9,0.86,92,79,0,0.766,66.1,2,B,0,32,3,101.1,48.27
9,3.7,0.938,209,196,1,0.98,67.5,0,C,1,3,7,145.4,91.88
8,4.4,0.954,170,162,1,0.841,91.8,0,B,1,20,6,193.3,90.17
6,4.4,0.876,167,146,1,0.847,58.5,1,C,1,13,4,116.7,79.62
9,4.4,0.877,233,204,1,0.938,77.2,0,C,1,23,5,134,89.52
9,4.7,0.929,226,209,1,0.964,80.7,0,C,1,19,6,124.9,93.71
7,4.8,0.892,188,167,1,0.906,79.2,0,C,1,16,4,172.5,96.02
8,4.6,0.86,160,137,0,0.808,90.6,0,C,1,35,4,156.8,73.35
7,4.1,0.885,199,176,1,0.924,72.6,1,B,1,7,4,121.4,86.43
6,4.3,0.852,151,128,1,0.843,42.8,1,C,1,8,3,84.8,78.33
6,4,0.899,125,112,1,0.8,69.4,0,B,1,25,3,170.3,85.08
7,4,0.9,171,153,1,0.871,84.2,0,C,1,23,5,121.8,84.97
1,3.2,0.741,79,58,0,0.618,64.8,4,B,1,10,2,33.4,35.06
9,4.9,0.845,219,185,1,0.921,76.9,0,B,1,30,6,154.6,89.89
9,3.9,0.898,178,159,1,0.902,84.8,2,C,1,33,7,183,83.36
0,3.8,0.782,17,13,1,0.646,72.9,1,C,0,11,2,101.6,51.73
8,4.3,0.927,222,205,1,0.884,55.6,0,C,1,35,7,146.4,92.61
1,2.8,0.819,79,64,1,0.704,66.3,4,A,0,27,2,74.7,49.98
3,3.7,0.894,98,87,1,0.766,67.2,3,C,1,3,2,87.2,68.57
7,3.2,0.852,175,149,1,0.745,76.4,3,C,1,8,7,174.3,75.57
1,3.6,0.767,57,43,0,0.64,42.9,1,B,0,13,0,29.4,40.16
8,4.5,0.841,151,126,0,0.861,92.9,0,C,1,3,4,115.5,74.29
8,3.9,0.927,153,141,1,0.878,77.1,0,B,0,20,6,141.1,87.37
4,3.7,0.836,87,72,1,0.847,76.1,0,A,1,35,2,52.2,73
0,4,0.687,75,51,0,0.65,86.2,2,B,0,13,0,73.5,37.56
2,3.2,0.817,96,78,0,0.73,73.2,1,A,0,20,4,59.2,53.02
6,3.5,0.875,122,106,1,0.823,55.5,1,C,0,24,4,142.2,72.13
11,5,0.923,236,217,1,0.942,80.5,0,B,1,9,6,150.8,99.39
6,4.7,0.877,179,156,1,0.852,82.1,0,A,0,30,3,116,83.59
2,3.4,0.746,112,83,0,0.715,68.7,2,B,0,25,2,76.7,50.9
6,4.3,0.944,143,134,1,0.896,94.5,1,B,0,16,6,148.3,85.67
5,4.3,0.867,169,146,0,0.941,62.2,1,A,0,8,6,117.9,71.05
8,3.8,0.8,219,175,1,0.819,91.9,0,A,0,28,4,172.4,85.97
1,3.1,0.793,88,69,1,0.751,76.6,0,B,0,12,2,124.2,62.24
7,4.5,0.896,200,179,0,0.873,76.6,0,C,1,24,5,127.4,71.24
5,4.5,0.793,135,107,1,0.856,76.5,2,C,0,29,6,99.1,77.69
11,4.7,0.957,265,253,1,0.972,69.8,0,B,0,15,6,155.4,92.1
3,3.2,0.905,90,81,1,0.765,65.8,1,B,1,18,4,183.9,69.7
6,4.7,0.83,132,109,1,0.775,80.9,0,B,0,7,3,109.5,86.05
10,4.2,0.938,241,226,1,0.969,78.2,0,B,1,13,7,154.8,93.03
1,3.2,0.804,72,57,1,0.68,67.2,1,C,0,19,2,94.4,62.68
10,4.5,0.965,209,201,1,1,91.9,0,B,1,5,7,176.4,97.19
6,4.5,0.856,124,106,1,0.869,51.1,0,B,0,26,6,131.1,83.59
0,3.5,0.727,75,54,1,0.697,69.4,4,A,0,2,3,133.2,54.89
3,3.7,0.866,97,84,0,0.724,90.8,1,C,1,33,4,111.1,57.49
7,4.2,0.825,147,121,1,0.884,71,0,B,0,25,6,131.5,80.17
0,3.2,0.87,49,42,1,0.817,50.1,3,B,1,25,1,108.7,48.61
5,4,0.876,105,91,0,0.807,67.8,1,B,0,30,3,93.4,60.47
3,2.5,0.791,128,101,1,0.73,51.3,0,A,1,4,2,120.2,65.54
6,3.8,0.917,135,123,1,0.855,76.7,1,C,0,19,4,116.9,83.32
0,3.3,0.78,74,57,0,0.732,64.1,3,A,0,27,2,118.6,34.16
9,3.8,0.892,204,181,0,0.88,82.3,1,C,1,24,6,192.9,68.97
11,4.7,0.896,204,182,1,0.989,79.9,0,C,0,25,9,162.8,95.98
11,4.4,0.836,274,229,0,1,83.9,0,B,1,29,8,141.9,76.84
7,4.7,0.906,167,151,0,0.891,80.9,0,A,1,31,7,80.1,79.16
1,3.9,0.712,71,50,0,0.691,52.1,2,B,1,35,3,94.8,43.31
7,3.8,0.836,182,152,0,0.875,79.7,0,B,0,28,5,72,80.39
0,3.1,0.802,37,29,1,0.774,82.4,2,A,0,4,0,77.4,48.78
0,3.2,0.755,26,19,0,0.709,53.5,4,A,0,28,1,63.2,27.67
3,3.4,0.829,63,52,1,0.803,73.2,1,C,1,31,1,120.7,68.69
4,3.8,0.774,94,72,1,0.815,86.5,0,C,0,23,4,111.6,83.01
8,3.8,0.872,186,162,1,0.838,63.1,1,C,1,14,6,127,86.2
6,3.5,0.87,149,129,1,0.868,83.6,1,B,1,28,5,153.5,78.65
4,3.9,0.787,140,110,1,0.717,68.3,1,B,1,14,5,79.3,74.91
2,3.7,0.892,50,44,0,0.746,80.1,0,A,0,1,4,112.9,51.05
11,4.2,0.898,244,219,1,1,71.6,0,B,1,32,8,229.9,86.66
4,4,0.903,124,111,1,0.862,70.9,2,C,0,18,3,141,75
4,3.4,0.826,120,99,1,0.782,52.8,1,C,1,5,5,99.8,74.08
1,3.4,0.715,38,27,1,0.793,71.7,2,C,1,15,3,57.5,51.18
8,4.5,0.832,202,168,1,0.805,82.4,0,B,0,16,5,172,88.68
7,4,0.884,165,145,1,0.857,82,1,C,1,30,7,99.3,80.9
2,3.6,0.859,68,58,1,0.783,73.9,1,C,1,23,2,96.2,65.69
1,3.1,0.882,24,21,1,0.617,65.4,4,A,0,11,0,109.7,51.05
6,3.8,0.868,125,108,0,0.837,56.3,0,B,0,25,4,97.7,68.01
6,3.8,0.803,153,122,1,0.769,85.9,2,B,1,2,3,96.1,78.68
2,3.1,0.821,99,81,1,0.703,67.5,0,A,1,35,4,56.5,69.16
11,4.4,0.889,271,240,1,0.928,86.2,0,C,1,24,6,215.8,92.56
1,2.7,0.813,75,60,0,0.646,64.3,1,A,0,13,1,139,43.75
4,3.5,0.787,121,95,0,0.743,94.5,1,B,0,30,2,162.5,60.81
10,4.3,0.812,204,165,1,0.81,73.2,1,C,1,11,8,214.5,91.82
4,3.6,0.9,100,90,1,0.824,63.7,2,B,1,23,3,93,71.9
6,3.8,0.85,173,147,1,0.844,55.3,1,A,0,28,4,73.6,80.28
3,3.5,0.823,116,95,1,0.759,70.9,2,C,1,29,1,155.1,63.25
2,3.6,0.857,67,57,1,0.818,90.3,1,A,1,15,4,123.9,64.25
11,4.8,1,228,228,1,0.96,83,0,C,1,3,9,193.5,97.92
3,3.3,0.857,65,55,1,0.785,72.2,1,C,0,9,2,72.8,65.34
9,3.8,0.908,208,188,1,0.866,90.2,1,B,0,8,6,154.9,93.63
2,3,0.83,87,72,0,0.645,69.9,1,C,0,33,1,100.8,46.82
2,3.2,0.793,93,73,1,0.742,82.4,0,B,0,34,2,94.1,65.45
0,3.1,0.782,63,49,0,0.696,81.2,1,B,0,9,1,54.5,43.8
6,3.6,0.869,150,130,1,0.93,66.9,2,C,1,17,6,71,79.81
3,3,0.782,127,99,1,0.798,52.3,1,B,1,1,2,81.4,67.32
9,4.1,0.904,219,197,1,0.889,86.8,0,B,1,5,5,65.9,92.07
4,3.7,0.853,91,77,1,0.811,74.9,3,C,1,30,3,99.6,68.3
11,4.7,0.956,228,217,1,1,68.9,0,C,1,11,7,149.6,100
2,3.2,0.829,88,72,0,0.786,59.9,0,A,0,28,2,61,46.66
9,4.1,0.836,185,154,1,0.973,70.3,1,C,1,17,7,164,86.73
8,3.8,0.951,157,149,1,0.866,78.8,0,C,1,23,5,133.7,89.4
8,4.1,0.946,212,200,1,0.953,89,1,C,1,18,4,135.9,91.69
9,3.9,0.898,220,197,0,0.887,91.1,1,A,0,27,8,193.7,75.69
7,4.3,0.898,181,162,1,0.881,85,0,B,1,25,7,126.4,89.65
6,3.2,0.851,151,128,1,0.812,70.5,0,A,1,5,5,141.6,84.34
1,3.2,0.831,26,21,0,0.735,93.1,2,B,1,19,0,55.5,36.58
0,3.3,0.739,7,5,1,0.707,65.4,4,C,0,27,3,87.7,52.99
10,4.5,0.983,248,243,1,0.981,75.3,0,A,0,13,9,156.9,93.86
6,5,0.897,141,126,0,0.856,57.6,0,B,1,7,4,130.8,68.77
8,4.3,0.925,159,147,1,0.774,72.8,1,C,0,26,5,107.3,89.8
4,3.3,0.829,134,111,1,0.793,76.3,1,A,1,14,3,78.1,68.07
1,3.3,0.723,97,70,0,0.784,47.5,2,A,1,27,2,77.6,40.72
1,2.6,0.838,49,41,1,0.74,55.1,1,B,1,8,1,127.9,55.96
6,3.9,0.793,133,105,1,0.897,68.4,1,C,0,31,3,84.8,80.36
4,3.3,0.879,115,101,0,0.805,61.7,1,C,0,35,4,162.4,60.59
2,3.8,0.769,86,66,1,0.663,57.7,0,C,0,27,4,74.8,62.77
4,3.5,0.755,142,107,1,0.753,84.5,2,B,1,4,5,114.5,67.58
0,3.2,0.78,40,31,1,0.681,45.2,4,C,0,4,0,110.1,59.45
5,3.5,0.907,169,153,0,0.827,74.6,0,A,1,18,3,109.3,63.59
2,4.1,0.759,105,79,1,0.68,74.2,3,A,1,23,4,88.7,57.34
8,4,0.969,211,204,1,0.911,71.2,3,B,0,32,4,187.4,80.02
3,4.3,0.854,93,79,0,0.769,66.8,2,A,1,12,1,136.9,52.57
4,4,0.842,107,90,1,0.865,70.5,1,B,0,20,2,133,74.32
0,3.4,0.758,32,24,1,0.642,72.6,3,B,0,12,1,75.6,52.44
0,3.3,0.762,5,3,1,0.716,83.4,1,B,1,8,3,77.7,58.22
3,3.7,0.842,83,69,1,0.803,54.1,4,B,0,22,1,71.8,60.68
4,2.9,0.877,119,104,0,0.85,60,3,C,1,27,2,103.5,49.35
6,3.8,0.832,179,148,1,0.816,63.6,1,C,0,17,4,130,80.38
2,3.8,0.767,103,79,0,0.753,67.8,3,A,0,32,4,95,44.09
7,4,0.865,181,156,1,0.879,70.7,1,B,0,33,6,144.9,87.92
9,3.7,0.972,168,163,1,0.848,86.5,0,B,1,31,8,185.3,97.84
8,4.1,0.828,212,175,1,0.852,69.1,0,A,0,6,7,98.7,90.87
0,3.9,0.837,78,65,1,0.724,54.3,3,B,0,9,3,61,58.13
4,4.2,0.837,145,121,1,0.803,61.8,0,A,1,32,3,146.3,75.74
1,3.3,0.711,31,22,1,0.71,67.9,1,A,0,16,3,162,57.09
2,3.8,0.784,42,32,1,0.768,79.6,3,A,1,12,3,63.8,55.32
11,4.4,0.96,236,226,0,1,81,0,C,1,3,6,149.2,76.99
1,2.6,0.884,82,72,0,0.729,59.8,4,A,1,27,3,48.7,34.3
4,3.3,0.768,137,105,1,0.797,58.6,1,C,1,27,3,50.9,73.21
6,4.5,0.721,143,103,0,0.865,91.5,1,A,0,9,6,136.2,72.07
7,3.9,0.81,140,113,1,0.755,54.4,0,C,1,17,7,153.8,88.94
5,3.7,0.905,130,117,0,0.851,70.3,2,C,1,5,5,111,62.52
0,3.1,0.69,53,36,0,0.598,73.9,3,B,0,26,2,71.3,31.03
3,4.3,0.896,128,114,1,0.908,67.1,2,C,1,21,2,100.7,72.29
5,4.4,0.909,143,129,1,0.865,65.7,1,C,1,1,4,102.9,79.21
1,4.2,0.803,25,20,1,0.753,72.9,5,C,0,1,1,86.7,59.24
3,3.5,0.79,132,104,1,0.673,56.4,0,C,1,35,2,145.6,72.93
0,3.3,0.783,9,7,1,0.685,44.1,2,A,0,9,1,55.2,47.13
0,2.6,0.811,65,52,0,0.693,69.2,5,B,0,23,0,71.5,30.19
3,4.1,0.844,84,70,0,0.871,57.6,2,C,1,4,1,100.2,49.76
1,2.9,0.881,94,82,1,0.794,68.1,2,A,0,19,1,71,58.24
5,3.9,0.835,99,82,1,0.734,71,2,C,1,5,4,122,74.05
6,3.5,0.797,127,101,1,0.847,77.1,0,C,0,28,3,53,79.87
8,3.9,0.815,164,133,1,0.79,74.3,0,B,1,23,6,161.2,83.87
2,3.1,0.723,41,29,0,0.647,74.6,2,B,0,23,1,66.8,37.1
1,3.1,0.803,38,30,0,0.757,58.1,3,C,1,18,1,62.8,34.71
1,3.1,0.782,59,46,1,0.765,75.9,4,B,1,29,2,83,55.01
6,3.7,0.863,115,99,1,0.866,59.4,1,A,1,28,4,86.3,76.72
7,4.4,0.849,182,154,0,0.951,89.6,2,C,0,9,7,175.9,70.94
0,2.8,0.724,51,36,0,0.711,89.6,5,C,0,10,2,55.3,30.95
10,4.5,0.947,197,186,0,0.949,81.3,0,C,1,2,7,239,79.61
0,3.7,0.657,59,38,1,0.611,83.8,2,A,0,13,0,98.9,54.03
5,3.6,0.808,115,92,1,0.851,94.4,2,A,0,27,4,103,69.3
7,3.7,0.915,196,179,1,0.794,71.6,1,C,1,20,4,126.8,75.11
9,4.2,0.858,220,188,1,0.997,79.1,0,A,1,10,7,156.5,88.57
7,4.5,0.895,157,140,1,0.914,65.7,0,C,1,16,4,187,90.6
8,4.2,0.849,186,157,1,1,68,0,A,0,15,6,172.5,88.11
3,3.3,0.798,116,92,0,0.788,72.3,1,A,0,13,2,130.3,51.14
8,4.3,0.918,210,192,1,0.942,57.4,0,B,1,20,4,134.8,92.76
1,2.9,0.73,68,49,0,0.698,76.5,0,A,0,24,2,71,45.63
9,4.5,0.94,177,166,1,0.918,80.5,0,C,1,7,7,171.1,97.65
5,4,0.85,166,141,1,0.768,80.7,1,B,1,23,5,160,79.94
8,4,0.952,156,148,1,0.834,74.8,1,B,1,24,7,139.9,85.41
4,3.3,0.845,147,124,1,0.811,79.1,1,B,1,29,4,91.5,77.24
6,3.6,0.808,176,142,0,0.824,77,0,C,1,5,4,97,64.01
5,4,0.935,115,107,1,0.793,78.6,1,C,0,35,4,69.8,76.68
7,4.5,0.826,202,166,1,0.805,86.3,0,A,1,1,5,122.6,88.76
1,3.1,0.782,85,66,0,0.729,51.3,3,A,0,18,2,80.4,40.58
0,3.4,0.828,68,56,0,0.669,56.6,2,B,0,6,1,79.4,44.67
2,2.6,0.713,60,42,1,0.743,95.8,3,C,1,23,3,112.2,50.72
1,3.1,0.866,30,25,1,0.7,69,2,A,0,10,2,73.9,56.41
9,4.3,0.845,224,189,1,0.905,57.9,0,B,0,7,7,205.9,90.34
2,3.1,0.785,86,67,1,0.689,47.5,1,C,0,8,4,61.8,68.09
11,4.1,0.944,233,219,1,0.901,80.6,1,C,0,13,6,188.5,90.99
3,3.3,0.819,67,54,0,0.657,63.2,2,B,0,30,2,67.4,50.1
2,3.6,0.847,55,46,0,0.757,58.3,2,A,0,18,4,70.5,43.72
8,4.1,0.809,174,140,1,0.936,98.5,2,B,1,14,5,152.4,83.4
6,3,0.898,122,109,0,0.923,69.6,1,B,0,11,6,159.3,65.66
4,2.8,0.875,105,91,1,0.826,80.9,2,A,0,13,2,103.6,71.74
5,3.5,0.9,130,117,1,0.736,75.5,1,C,1,33,3,122.5,78.2
7,4.2,0.796,167,132,1,0.883,72,1,A,1,13,4,173.9,88.75
2,2.3,0.734,111,81,0,0.743,54.3,3,B,1,25,1,59.3,42.77
11,4.3,0.913,225,205,1,0.929,90.7,0,C,1,24,8,191.1,95.33
11,4.3,0.862,243,209,0,0.994,53.4,0,B,1,29,7,147.3,77.43
6,4.5,0.772,140,108,1,0.846,84.4,2,C,1,6,4,135.3,77
2,3.3,0.788,88,69,1,0.846,69.8,1,B,0,18,2,112.2,57.54
6,4.1,0.874,150,131,1,0.776,81.4,2,C,0,28,5,92.7,79.37
0,3.3,0.92,35,32,0,0.685,65.1,2,A,0,5,1,57.6,42
0,2.3,0.807,18,14,0,0.659,50.2,2,A,0,18,0,100,22.86
2,3.7,0.895,113,101,1,0.766,72.8,1,A,0,7,2,88.2,66.11
4,3.8,0.832,105,87,0,0.877,81.2,2,A,1,9,3,90.6,53.94
