mileage,vehicle_age_years,condition_rating,capacity,fuel_efficiency_num,distance,required_capacity,capacity_utilization,last_maintenance_days,engine_type,tire_condition,avg_fuel_consumption_per_100km,gps_tracker_installed,ac_working,load_type,breakdown_count_last_year,score
134827,5,7,800,3,355,384,0.48,109,petrol,5,15.9,1,1,bulk,0,55.29
94821,5,5,300,2,398,270,0.9,100,diesel,4,14.4,0,0,standard,3,60.99
96998,1,10,800,2,484,567,0.709,52,petrol,4,11.5,1,1,standard,0,87.37
36184,1,10,800,1,107,736,0.92,121,electric,4,11,1,1,fragile,0,81.62
213414,7,5,800,2,285,723,0.904,51,diesel,3,12,1,0,standard,0,55.57
5294,0,8,300,2,294,165,0.55,167,diesel,4,10.8,1,1,fragile,0,81.09
99964,5,9,300,2,187,286,0.953,17,petrol,4,12.8,0,1,standard,1,72.82
130137,6,9,1000,2,184,754,0.754,87,electric,2,10.6,1,1,refrigerated,0,79.24
268487,12,5,500,1,378,302,0.604,221,diesel,2,9,0,1,hazardous,1,49.69
4202,1,10,500,1,51,463,0.926,12,petrol,5,10.1,1,1,refrigerated,0,91.07
17758,0,9,800,3,102,528,0.66,9,diesel,5,16.6,0,1,refrigerated,1,72
92111,4,8,800,2,320,745,0.931,17,diesel,5,14.2,0,1,standard,0,67.64
227679,8,7,1000,1,316,791,0.791,54,diesel,3,10.3,1,0,fragile,1,68.13
73662,3,6,800,1,458,742,0.928,40,diesel,5,9,0,0,fragile,0,65.46
254365,10,7,300,2,63,265,0.883,16,petrol,2,14,1,1,hazardous,0,68.84
25404,1,8,800,3,335,529,0.661,11,diesel,4,16.8,0,1,standard,0,70.91
53784,0,10,1000,2,426,826,0.826,64,diesel,4,9.7,1,0,refrigerated,0,90.05
88583,4,9,1000,1,423,831,0.831,45,diesel,4,8.5,0,1,fragile,0,90.88
205133,7,6,800,3,50,514,0.642,156,petrol,1,18.1,1,1,standard,0,53.24
58685,1,9,500,3,92,377,0.754,56,petrol,4,17.4,1,1,refrigerated,0,79.81
19828,2,10,300,2,327,158,0.527,72,petrol,4,13,1,1,hazardous,0,82.49
35174,2,7,800,2,466,679,0.849,94,diesel,3,10.3,1,1,fragile,0,79.94
23537,0,10,800,2,44,773,0.966,67,diesel,5,13.9,1,1,standard,0,81.96
190520,7,7,1000,2,377,746,0.746,6,petrol,3,13.8,0,1,hazardous,0,68.67
65156,2,6,800,1,29,387,0.484,192,petrol,2,8.7,1,1,fragile,1,56.95
89638,3,8,1500,2,449,996,0.664,40,petrol,4,10.7,0,0,fragile,1,66.66
97674,2,9,1500,1,453,862,0.575,97,petrol,3,7.7,1,0,bulk,0,76.14
79933,3,10,1500,1,488,612,0.408,46,diesel,3,7.6,1,1,bulk,0,69
170640,7,10,500,1,257,354,0.708,47,diesel,3,9.2,1,1,standard,0,88.78
15149,1,10,300,2,246,134,0.447,20,diesel,4,13.5,1,1,standard,1,71.76
73919,4,9,1500,2,80,1372,0.915,57,electric,5,12.2,0,0,bulk,0,69.35
80532,3,9,300,1,484,236,0.787,5,diesel,4,7.4,1,1,standard,0,91.5
33940,1,10,500,1,41,401,0.802,37,diesel,5,8.8,1,1,standard,0,97.96
16603,1,10,500,2,72,254,0.508,49,petrol,5,10.3,1,1,standard,0,83.22
270362,10,5,1000,2,332,589,0.589,92,diesel,2,14.8,1,0,standard,1,49.98
80747,3,10,800,2,370,324,0.405,2,diesel,4,12.9,1,1,standard,1,72.51
262175,10,2,1500,1,266,751,0.501,21,diesel,1,6,0,1,standard,2,45.29
259407,10,5,500,2,96,452,0.904,16,diesel,2,12.5,1,0,fragile,2,46.01
36702,1,10,300,2,400,246,0.82,3,diesel,5,11.8,1,1,hazardous,0,92.41
275229,11,6,800,2,39,506,0.632,62,electric,2,11.1,1,0,bulk,0,49.75
215132,9,9,800,2,315,549,0.686,37,petrol,4,13.7,1,1,standard,1,65
257627,10,7,800,2,301,605,0.756,138,petrol,2,14.2,0,1,bulk,1,60.33
96339,4,7,1000,3,67,742,0.742,137,diesel,3,20.2,0,0,fragile,0,68.21
55704,3,8,800,2,246,501,0.626,44,petrol,4,12.3,1,1,standard,1,73.15
11123,1,10,500,2,367,250,0.5,1,diesel,5,14,1,1,hazardous,0,91.09
195526,6,5,500,2,98,296,0.592,133,diesel,2,12.5,0,1,fragile,1,53.38
101525,3,10,1000,2,459,906,0.906,1,petrol,4,13.4,1,1,refrigerated,0,76.49
24565,0,10,1000,1,182,857,0.857,45,diesel,3,12.3,1,1,bulk,1,93.9
186419,8,4,300,2,316,168,0.56,50,diesel,3,14.3,0,0,bulk,3,45.47
205812,7,5,500,1,442,255,0.51,136,diesel,3,7.1,0,1,standard,2,53.77
88434,4,8,500,3,114,450,0.9,54,petrol,4,20.6,1,1,bulk,2,76.23
67952,4,8,500,3,187,321,0.642,8,petrol,4,20.2,0,0,standard,0,66.07
82994,3,9,1000,3,325,825,0.825,184,diesel,4,19.5,1,1,standard,0,80.16
61764,3,8,1000,2,128,963,0.963,76,diesel,5,12.2,1,1,standard,0,75.89
230667,10,4,500,2,52,417,0.834,10,electric,3,13.6,0,0,bulk,4,55.19
121086,5,9,800,2,111,340,0.425,38,diesel,4,12.6,1,1,standard,2,67.87
66434,1,10,800,2,290,780,0.975,180,electric,5,10.7,1,1,fragile,0,81.14
31464,0,6,1000,2,326,658,0.658,31,diesel,4,13.1,1,0,bulk,2,69.37
8813,0,9,500,2,175,375,0.75,27,diesel,5,13.3,0,1,fragile,0,86.57
17911,0,10,500,1,320,224,0.448,23,diesel,5,6.6,1,1,bulk,0,74.82
24537,0,10,500,2,249,344,0.688,131,diesel,5,13.2,1,1,fragile,0,83.58
56342,3,9,800,3,268,331,0.414,6,diesel,5,16.8,1,1,standard,0,70.48
124657,4,7,500,1,223,276,0.552,26,petrol,5,9.2,0,0,hazardous,0,67.38
123134,6,8,500,1,447,299,0.598,95,diesel,3,9.8,1,1,bulk,1,71.39
177715,8,6,1000,1,347,429,0.429,9,diesel,4,9.5,1,0,standard,0,57.27
154708,7,9,1000,2,136,679,0.679,28,diesel,2,13.8,1,1,bulk,1,64.98
170404,5,8,1500,1,374,1287,0.858,194,diesel,2,9.9,1,1,standard,0,78.39
65666,2,10,800,1,197,571,0.714,18,electric,5,9.1,0,1,standard,0,94
40873,1,10,500,2,194,361,0.722,5,diesel,5,14.1,1,1,bulk,0,91.03
145217,7,7,1000,2,169,790,0.79,40,petrol,3,12.6,1,0,standard,1,75.13
88640,3,10,500,1,350,296,0.592,59,diesel,3,8.7,1,0,standard,1,77.91
206281,8,5,500,2,113,333,0.666,147,diesel,2,15.6,0,0,bulk,3,44.03
279866,11,7,800,2,44,443,0.554,101,diesel,2,11.5,0,0,bulk,4,44.45
190918,8,9,1000,2,254,915,0.915,3,diesel,3,15.3,0,0,bulk,0,66.81
128835,4,7,1000,1,190,933,0.933,7,petrol,4,7.9,0,1,hazardous,0,71.95
36329,1,9,800,1,159,686,0.858,28,petrol,5,9.3,0,1,bulk,1,84.36
73982,3,9,1000,1,156,577,0.577,30,petrol,4,6,1,0,standard,1,81.5
128638,5,6,800,2,349,559,0.699,102,diesel,4,13.9,1,1,standard,0,63.4
153350,5,6,500,3,482,489,0.978,33,petrol,3,19.4,0,1,hazardous,0,55.24
79013,3,9,500,3,415,460,0.92,89,diesel,5,15.9,1,0,refrigerated,0,72.15
37481,2,10,800,3,266,487,0.609,31,diesel,4,20.2,1,1,refrigerated,0,73.92
130641,7,9,500,1,486,436,0.872,23,petrol,3,10,1,1,standard,0,83.97
166897,7,9,300,1,271,259,0.863,74,petrol,3,9.1,1,1,fragile,0,77.88
67463,3,10,500,2,281,336,0.672,67,electric,5,10.3,0,1,bulk,1,76.3
249061,10,7,800,2,362,686,0.858,120,petrol,2,13.1,1,1,standard,0,65.56
171500,5,5,500,2,423,391,0.782,1,petrol,3,16.1,0,1,bulk,2,67.77
75783,2,8,800,1,488,548,0.685,25,petrol,4,8.2,1,1,hazardous,2,71.16
142516,6,7,500,2,232,269,0.538,1,diesel,4,12.1,1,1,standard,0,69.57
183305,6,6,1000,1,93,518,0.518,9,diesel,3,10,1,0,bulk,1,60.64
116568,5,10,800,1,470,563,0.704,107,diesel,3,12.2,0,0,standard,1,85.62
252849,8,4,1000,2,153,613,0.613,305,diesel,1,13.6,0,1,refrigerated,0,43.7
227377,9,5,1000,1,286,477,0.477,86,electric,1,11.1,1,1,standard,0,49.5
100642,3,7,300,1,85,239,0.797,54,diesel,4,7.2,0,1,refrigerated,2,79.56
258994,10,5,500,1,59,239,0.478,57,electric,1,9.4,0,1,hazardous,0,42.21
116681,4,6,800,2,149,448,0.56,3,diesel,4,14.3,1,0,bulk,1,60.63
36255,1,10,500,2,319,444,0.888,107,diesel,5,11,0,0,standard,0,89.43
54159,1,10,1000,2,198,511,0.511,6,electric,4,13.3,1,1,refrigerated,1,81.1
164601,6,7,1500,1,484,1397,0.931,48,electric,4,9.4,1,1,bulk,1,68.84
258738,9,5,800,3,100,590,0.738,37,diesel,2,15.4,0,1,bulk,0,56.77
236855,11,5,300,2,374,293,0.977,7,diesel,2,12.5,0,1,bulk,1,49.47
214006,8,6,500,1,396,389,0.778,54,petrol,2,9,1,1,standard,1,71.2
39835,0,9,500,3,168,216,0.432,11,diesel,5,18.7,1,1,fragile,0,66.2
242566,8,6,1000,3,72,464,0.464,35,diesel,4,17.8,1,1,standard,0,45.14
223145,9,7,1500,1,272,652,0.435,32,diesel,4,8.9,1,0,fragile,0,56.19
179083,6,8,500,1,60,489,0.978,5,electric,4,8.4,1,1,refrigerated,1,64.49
128745,6,8,1500,2,484,715,0.477,92,petrol,4,16,1,1,hazardous,0,62.1
45762,2,10,300,2,331,230,0.767,172,diesel,3,15.8,1,0,standard,0,85.17
70752,1,10,800,1,329,343,0.429,24,diesel,4,9.2,1,1,standard,0,73.55
115820,3,7,500,3,160,355,0.71,78,diesel,4,18.3,1,1,hazardous,1,75.27
76132,2,10,1500,1,160,875,0.583,30,petrol,3,9.8,1,1,bulk,1,78.53
188060,8,5,1500,3,171,940,0.627,58,diesel,4,15.1,1,1,bulk,1,57.67
110270,6,10,500,3,172,370,0.74,186,petrol,2,18.8,1,1,standard,1,76.05
144855,4,9,1000,1,413,692,0.692,108,diesel,3,10.7,1,0,refrigerated,0,71.8
38159,0,8,1500,2,427,760,0.507,159,diesel,4,12.8,1,1,hazardous,2,75.44
227808,9,5,500,3,128,482,0.964,72,petrol,2,16.6,0,0,bulk,1,39.79
166017,5,6,500,2,284,226,0.452,9,diesel,3,13.5,0,1,fragile,0,48.79
98932,5,9,1000,2,83,590,0.59,173,electric,4,12.9,0,1,standard,0,71.71
85132,3,10,800,2,219,632,0.79,9,diesel,5,13.3,1,1,bulk,0,90.03
248950,11,4,800,1,394,585,0.731,18,diesel,2,8.5,1,0,standard,0,63.29
66214,3,7,500,3,388,236,0.472,2,petrol,5,17.6,1,0,standard,2,57.29
208374,8,4,800,2,341,751,0.939,69,diesel,2,13.5,0,0,standard,1,44.61
1089,0,10,1000,2,102,573,0.573,92,petrol,5,15.3,1,0,bulk,0,83.24
212854,7,9,300,1,457,270,0.9,22,electric,3,10.4,0,1,standard,1,69.68
280370,9,5,500,2,27,330,0.66,24,petrol,1,12.2,1,1,standard,1,54.31
38274,1,10,500,1,410,372,0.744,23,diesel,4,9.4,1,1,bulk,1,93.65
276192,12,7,500,2,279,350,0.7,38,diesel,2,11.6,0,1,standard,1,65.8
278923,11,6,300,2,112,269,0.897,19,petrol,1,14.6,1,1,fragile,1,62.35
129546,5,6,800,3,347,699,0.874,17,diesel,4,18.9,1,1,bulk,0,68.54
12227,0,10,1000,3,149,447,0.447,123,petrol,4,19.4,1,1,hazardous,0,70.25
109579,3,7,1000,2,108,978,0.978,12,petrol,3,12.3,1,1,standard,2,68.78
214945,8,7,500,2,241,238,0.476,76,diesel,2,14.2,1,1,fragile,0,51
53108,2,9,800,1,90,450,0.562,8,diesel,4,13.6,1,1,standard,0,79.54
164283,9,8,300,3,233,201,0.67,5,diesel,2,18.8,1,1,standard,1,58.67
146674,5,7,500,1,44,439,0.878,60,diesel,4,9.1,1,1,standard,0,85.1
37084,1,10,1000,2,229,654,0.654,12,diesel,4,12.5,1,1,standard,0,81.21
21722,2,10,800,2,267,430,0.538,89,electric,4,14.8,0,0,standard,0,78.01
262280,10,5,500,2,319,483,0.966,4,diesel,2,13.2,1,0,standard,0,49.7
333,0,10,300,2,91,178,0.593,36,electric,4,12.7,1,0,bulk,0,72.62
31727,0,10,300,2,368,189,0.63,9,petrol,4,13.7,0,1,standard,0,77.68
187118,8,5,1000,1,61,961,0.961,41,diesel,4,10.2,1,0,standard,1,55.49
96934,3,8,800,2,365,377,0.471,4,petrol,4,14.1,0,1,standard,2,55.82
208217,7,5,300,3,221,149,0.497,172,diesel,2,17,0,1,bulk,2,28.44
55729,5,10,500,3,372,294,0.588,21,diesel,5,18.3,1,0,standard,1,74.88
256956,9,6,800,2,113,433,0.541,22,diesel,2,10.9,1,0,fragile,0,52.37
223508,7,7,800,1,232,452,0.565,78,diesel,2,9.1,0,0,fragile,1,56.61
260679,10,7,500,2,44,274,0.548,295,petrol,1,12.7,1,1,bulk,0,52.23
23768,0,10,1500,2,87,712,0.475,104,diesel,4,13.1,1,0,fragile,2,72.91
60217,1,7,500,2,198,224,0.448,31,petrol,4,13.3,0,1,bulk,2,55.98
78548,2,10,1000,2,149,420,0.42,78,petrol,4,15.3,1,1,bulk,0,67.57
101125,5,9,300,1,434,156,0.52,33,diesel,4,11.4,1,1,fragile,0,73.82
101068,5,6,1500,1,29,609,0.406,45,petrol,3,10.9,1,1,bulk,1,67.25
62245,2,10,1500,3,61,1150,0.767,80,diesel,3,19,1,1,hazardous,0,83.83
184735,8,8,500,2,346,306,0.612,32,diesel,3,8.8,1,1,standard,1,59.76
264239,11,5,1000,2,37,466,0.466,126,diesel,2,13.7,0,1,hazardous,0,41.77
224437,8,6,500,3,413,408,0.816,18,diesel,2,16.3,0,1,standard,0,58.38
169477,7,6,500,3,191,281,0.562,44,petrol,3,17.5,1,0,refrigerated,0,55.54
137985,5,8,1000,1,486,867,0.867,70,petrol,4,6,1,1,standard,1,84.19
131172,3,8,1000,1,114,889,0.889,183,diesel,3,8.8,1,0,standard,0,79.31
242801,9,5,800,3,82,370,0.462,8,diesel,3,19.2,1,1,standard,1,39.9
248121,10,5,800,2,182,521,0.651,191,diesel,1,11.7,1,1,bulk,1,47.85
234696,10,5,1000,3,323,779,0.779,226,petrol,1,17.4,0,1,refrigerated,2,54
79178,3,8,500,1,444,471,0.942,13,diesel,5,8.6,1,1,hazardous,1,70.82
34089,2,10,300,2,372,232,0.773,14,diesel,4,10.3,0,0,hazardous,0,88.52
98920,4,6,1500,3,303,866,0.577,10,diesel,4,18.4,1,1,standard,0,62.59
179511,6,9,500,1,487,406,0.812,30,petrol,3,7.8,1,1,standard,0,77.63
62810,3,10,800,3,206,499,0.624,19,petrol,5,17.7,1,1,bulk,0,81.9
260172,10,4,800,3,479,420,0.525,72,petrol,2,16.4,1,0,refrigerated,0,44.91
234752,9,8,500,3,89,254,0.508,71,diesel,2,18.4,1,1,bulk,1,52.52
126624,3,8,1000,2,317,519,0.519,48,diesel,3,12.9,1,0,refrigerated,1,62.49
219627,7,4,500,3,242,216,0.432,34,diesel,2,19.5,0,1,hazardous,0,35.21
270222,9,4,800,2,488,449,0.561,41,petrol,2,13.4,1,1,fragile,1,47.86
176542,7,8,1000,2,224,450,0.45,25,diesel,2,11.2,0,1,standard,0,48.94
275788,12,6,500,3,488,251,0.502,14,diesel,3,16.8,1,0,standard,4,43.04
131105,4,8,800,2,31,445,0.556,34,electric,2,11.3,1,1,refrigerated,2,57.16
4886,1,10,800,2,281,340,0.425,137,diesel,4,14,1,1,hazardous,0,74.36
21807,0,9,800,1,408,694,0.868,2,diesel,4,8.9,1,1,standard,1,93.27
159987,5,7,1500,3,50,754,0.503,4,petrol,3,17.1,1,1,bulk,1,60.13
23136,0,8,1000,1,118,945,0.945,143,electric,5,7.8,0,1,standard,1,76.93
206763,9,8,500,1,400,257,0.514,41,diesel,3,9.9,0,0,hazardous,0,68.7
9553,0,10,1500,3,240,1153,0.769,108,diesel,4,17.7,1,1,refrigerated,0,91.88
201694,10,5,300,2,207,129,0.43,3,diesel,2,13.1,1,1,fragile,0,44.34
238454,9,9,1500,2,195,827,0.551,5,petrol,3,14.9,0,1,bulk,1,63.41
204009,6,9,500,2,57,434,0.868,13,diesel,2,14.9,1,1,bulk,0,72.59
256637,11,4,300,2,248,228,0.76,17,petrol,1,13.2,1,1,bulk,1,56.71
160426,6,5,500,2,209,364,0.728,28,petrol,4,13.5,0,0,bulk,2,62.19
213900,9,6,300,1,428,220,0.733,1,diesel,2,9,1,1,standard,2,69.98
220738,8,9,300,2,336,155,0.517,46,petrol,1,13.4,1,1,standard,0,65.44
43803,0,8,800,2,412,414,0.518,19,diesel,5,14.6,1,1,standard,1,79.27
133268,4,6,500,2,112,316,0.632,8,diesel,3,10.7,1,1,standard,2,61.82
152572,6,9,500,1,75,276,0.552,17,electric,4,9.3,1,0,standard,0,77.07
260974,9,6,1500,1,340,903,0.602,227,petrol,1,8.9,1,1,bulk,1,54.98
164388,6,9,1000,1,250,793,0.793,11,petrol,4,10.3,0,1,standard,0,82.72
137121,6,7,800,1,271,432,0.54,9,diesel,4,11,1,1,hazardous,1,75.96
102273,3,5,500,2,248,390,0.78,146,petrol,4,13.9,0,1,hazardous,3,64.7
147613,3,8,800,2,78,350,0.438,216,diesel,2,14.8,1,1,standard,0,53.56
103524,5,8,300,2,392,273,0.91,73,petrol,4,13.6,1,1,standard,1,71.74
280413,10,6,800,3,86,683,0.854,17,petrol,3,18.5,0,1,fragile,1,57.26
127278,6,8,300,2,275,213,0.71,20,diesel,4,13.3,1,1,fragile,0,79.6
247068,9,7,1000,2,137,733,0.733,17,electric,3,13.7,0,1,standard,1,59.7
151908,7,6,800,1,218,438,0.548,10,petrol,3,7.6,0,1,fragile,0,65.57
22544,0,10,800,3,28,519,0.649,63,petrol,5,19,1,1,refrigerated,0,78.73
164134,7,5,500,1,39,248,0.496,168,diesel,2,9,1,1,bulk,0,51.93
108444,5,8,800,2,486,575,0.719,67,diesel,3,13.3,0,1,standard,0,76.95
262130,9,8,1000,2,153,838,0.838,28,diesel,3,12.9,1,1,fragile,0,72.59
275938,10,8,800,1,308,723,0.904,11,electric,3,7.4,1,0,standard,0,60.38
96942,4,7,1500,3,293,1387,0.925,220,petrol,2,15.6,0,1,refrigerated,0,57.89
268580,12,6,300,3,87,227,0.757,115,petrol,2,16.5,1,1,fragile,1,57.95
205545,9,5,1500,1,355,776,0.517,74,diesel,3,6.9,0,1,bulk,1,58.77
154989,7,7,500,3,283,414,0.828,63,diesel,2,17.7,1,1,standard,1,67.08
250416,9,7,1500,1,300,731,0.487,88,diesel,1,6.9,0,1,fragile,0,43.61
60975,2,10,800,2,114,426,0.532,24,electric,4,12.2,1,1,standard,0,81.57
260031,8,6,300,2,239,281,0.937,60,petrol,3,12.4,0,0,standard,0,58.1
149807,6,7,1000,1,280,451,0.451,16,electric,4,7.7,1,1,hazardous,0,63.51
242159,10,7,300,2,381,243,0.81,1,diesel,2,11,0,1,standard,1,62.22
183214,7,5,800,2,128,677,0.846,47,petrol,2,11.6,1,1,standard,0,64.5
106958,3,4,800,3,184,468,0.585,1,electric,4,16.7,0,0,bulk,0,54.63
252667,8,7,800,2,299,601,0.751,1,diesel,3,13.5,1,1,fragile,0,71.04
161164,6,8,1500,1,381,760,0.507,145,diesel,2,9.5,1,1,bulk,1,64.02
49896,2,9,800,3,224,561,0.701,168,petrol,4,16.6,1,0,standard,1,77.12
173020,6,9,1500,2,85,944,0.629,19,diesel,3,13,0,1,standard,0,66.19
125585,5,7,500,2,35,469,0.938,2,petrol,4,16.1,1,0,bulk,0,64.46
249428,9,7,800,3,480,357,0.446,40,diesel,3,19.7,1,1,refrigerated,0,41.96
25377,0,9,800,2,142,711,0.889,20,diesel,4,14.3,1,0,bulk,0,91.89
105358,3,8,1500,2,214,905,0.603,13,electric,4,12.6,0,0,hazardous,1,66.65
136087,5,8,500,2,337,460,0.92,23,petrol,4,13.9,0,0,bulk,1,62.65
246540,11,9,1000,3,69,780,0.78,52,diesel,2,18.4,1,1,standard,0,66.37
123264,6,6,800,2,329,678,0.848,3,diesel,4,16,0,1,bulk,0,69.53
215586,6,1,500,1,125,323,0.646,22,petrol,2,9.1,0,0,bulk,0,44.84
141028,6,6,1500,1,296,743,0.495,102,diesel,3,8.7,0,1,standard,2,51.09
159685,6,6,800,2,436,547,0.684,83,electric,3,13.3,1,1,refrigerated,1,57.86
197976,8,9,500,1,391,328,0.656,26,diesel,3,6.3,1,1,hazardous,0,73.4
240844,8,5,500,2,160,261,0.522,67,diesel,2,14.5,1,1,bulk,0,55.85
199206,8,7,500,2,306,345,0.69,29,diesel,3,15.1,0,0,bulk,1,58.13
103386,4,9,500,1,124,201,0.402,7,diesel,5,6.7,1,1,hazardous,0,71.45
183895,8,6,500,2,472,344,0.688,73,petrol,3,13.6,1,1,fragile,2,58.88
72905,3,6,800,2,146,445,0.556,5,diesel,4,11.8,0,0,fragile,0,66.35
122724,3,6,1500,3,21,600,0.4,1,petrol,4,19.1,1,1,standard,0,48.5
221090,8,5,500,2,351,434,0.868,11,diesel,2,12,1,0,standard,0,61.93
268350,10,6,1000,3,162,553,0.553,36,diesel,3,20.4,1,1,standard,1,47.37
212640,8,5,1500,1,474,1069,0.713,4,diesel,2,8.7,0,0,standard,0,66.7
249861,11,8,800,2,42,646,0.808,22,diesel,3,12.1,1,1,standard,0,69.14
41800,2,8,1500,1,145,690,0.46,61,petrol,5,10.3,1,1,standard,0,73.42
172491,7,4,1000,3,225,424,0.424,8,petrol,4,14.1,1,0,standard,0,43.05
118946,4,8,1000,2,470,864,0.864,252,diesel,3,14,1,0,bulk,0,73.63
139351,6,7,1000,1,399,520,0.52,109,diesel,3,8.2,1,1,standard,2,62.75
260897,9,4,800,3,336,365,0.456,37,diesel,2,17.4,0,1,standard,2,33.64
222963,8,7,800,1,272,554,0.692,138,diesel,1,7.1,0,0,refrigerated,1,53.75
95536,3,7,500,2,184,370,0.74,79,petrol,4,11.4,1,1,standard,0,79.75
135368,5,7,500,2,294,411,0.822,18,diesel,4,11.1,1,1,fragile,1,75.55
53256,1,10,500,1,367,363,0.726,32,diesel,4,9.2,1,1,hazardous,0,93.07
33249,1,10,800,1,159,635,0.794,167,diesel,5,10.8,0,1,bulk,1,89.15
56347,3,9,800,1,31,480,0.6,32,diesel,4,7.8,1,1,bulk,1,79.25
75485,3,9,500,2,287,225,0.45,83,petrol,4,10.9,1,0,fragile,0,71.31
258158,9,5,300,2,394,267,0.89,24,diesel,2,12.1,1,1,bulk,0,60.12
257746,9,5,800,3,129,503,0.629,54,petrol,2,16.6,0,0,bulk,0,44.48
140400,4,8,300,3,174,160,0.533,99,petrol,2,16.5,1,1,standard,0,64.49
125330,6,10,500,2,255,299,0.598,11,petrol,4,14,1,1,hazardous,1,71.87
54853,4,10,300,2,208,169,0.563,110,electric,5,13.6,1,1,fragile,0,82.83
79563,3,8,800,1,329,684,0.855,34,diesel,4,8.6,1,1,bulk,0,90.64
205915,7,5,1500,1,441,1369,0.913,43,petrol,2,10,1,1,hazardous,3,52.58
1514,0,9,500,3,251,219,0.438,14,petrol,5,17.7,0,1,refrigerated,2,60.52
273921,8,7,1000,3,377,654,0.654,329,petrol,1,18.3,0,1,standard,1,47.56
121428,7,10,500,1,380,381,0.762,15,diesel,3,9,1,1,refrigerated,0,86.34
267872,10,4,800,1,115,658,0.822,15,diesel,2,10.9,1,0,fragile,2,62.69
42914,0,10,800,3,322,555,0.694,38,diesel,5,17.6,1,1,bulk,1,78.14
187481,7,7,800,2,215,486,0.608,43,electric,4,13.5,0,1,standard,0,64.62
210997,8,7,500,2,40,218,0.436,90,diesel,3,12.4,0,0,standard,0,45.99
118391,5,7,800,3,69,333,0.416,9,diesel,4,18.8,0,0,standard,0,49.64
141468,6,7,1500,3,397,1012,0.675,11,diesel,4,18.1,1,1,standard,0,61.8
144749,7,8,1500,2,41,912,0.608,1,petrol,4,10.8,0,1,standard,0,64.09
77139,2,9,1500,1,317,810,0.54,55,petrol,3,10.4,1,1,fragile,0,82.76
34510,2,7,500,1,471,319,0.638,148,petrol,5,7.4,1,1,standard,0,84.62
33735,1,10,1000,3,313,787,0.787,26,diesel,4,17.1,0,1,fragile,0,86.24
4548,0,10,800,2,337,692,0.865,39,petrol,4,12.7,1,1,bulk,0,97.26
60102,0,8,800,3,165,546,0.682,91,diesel,3,18.6,0,1,fragile,0,69.79
127240,2,7,500,2,72,217,0.434,56,diesel,4,13.4,0,1,standard,2,54.41
257076,11,6,1000,2,84,821,0.821,9,diesel,2,12.9,0,1,refrigerated,0,59.4
121142,5,9,300,3,180,287,0.957,40,petrol,4,17.8,1,1,bulk,0,74.06
28389,1,10,300,2,418,143,0.477,39,diesel,4,13.8,0,1,bulk,0,67.29
164645,6,5,800,2,413,673,0.841,4,petrol,3,13.3,1,0,standard,1,58.37
173906,5,8,1000,1,264,733,0.733,57,diesel,3,9.7,1,1,bulk,0,81.86
237547,8,4,1000,2,140,778,0.778,6,petrol,2,14.7,0,1,standard,4,50.14
38721,1,8,800,3,152,732,0.915,33,diesel,5,18.3,1,1,refrigerated,1,73.68
199838,9,5,500,2,304,237,0.474,6,diesel,2,13.7,1,0,fragile,0,48.49
177445,7,5,500,1,495,365,0.73,159,diesel,3,7.8,0,1,standard,0,73.23
237794,9,4,300,2,148,169,0.563,68,petrol,3,12.7,0,0,standard,2,42.64
55392,1,8,800,2,95,549,0.686,76,petrol,5,14.5,1,1,bulk,0,75.16
138904,7,7,500,2,183,315,0.63,51,petrol,4,13.8,1,0,standard,1,64.04
17754,0,10,1000,2,194,451,0.451,1,diesel,4,12.7,1,1,standard,1,69.93
29101,0,9,500,3,29,376,0.752,3,diesel,5,18.9,1,0,standard,0,80.34
10225,0,10,500,2,53,319,0.638,108,diesel,5,13.3,1,0,bulk,3,74.56
120555,4,8,500,3,119,275,0.55,1,diesel,4,18.9,1,0,standard,1,65.68
144223,4,7,1000,3,181,605,0.605,13,petrol,3,15.6,1,0,standard,0,59.6
255227,9,5,500,2,103,391,0.782,39,petrol,2,11.9,1,1,fragile,0,59.8
271759,11,5,800,2,487,660,0.825,122,electric,2,14.3,1,1,bulk,2,63.09
230455,8,8,300,2,295,267,0.89,78,diesel,2,11.9,1,0,refrigerated,1,69.49
18376,1,8,1000,1,251,482,0.482,109,diesel,5,9.5,1,0,fragile,0,70.13
222845,9,6,500,1,248,246,0.492,33,diesel,1,8.8,1,1,hazardous,2,46.75
204101,7,4,800,2,441,572,0.715,97,petrol,3,11.8,0,0,standard,1,53.66
76949,3,10,800,1,347,575,0.719,21,diesel,5,9.2,0,1,bulk,1,84.49
100419,2,8,500,2,79,200,0.4,71,petrol,3,14,0,1,fragile,1,59.17
206958,7,9,1000,2,253,520,0.52,15,diesel,3,14.6,1,1,standard,0,66.03
263647,9,3,500,1,68,427,0.854,188,petrol,1,6.1,0,1,bulk,0,59.95
87259,4,8,300,2,154,224,0.747,55,petrol,4,10.3,1,1,standard,1,78.67
81824,2,10,500,1,497,275,0.55,16,diesel,4,7.6,1,0,bulk,0,84.23
275164,10,6,800,2,78,388,0.485,5,diesel,2,11.1,1,1,bulk,1,41.67
280584,10,8,500,2,44,443,0.886,84,petrol,1,11.3,0,1,fragile,0,62.86
140673,7,7,500,2,447,427,0.854,24,diesel,4,12,0,0,standard,0,72.05
116970,3,9,300,2,70,228,0.76,25,diesel,4,12.6,1,1,bulk,0,78.73
